company Name,Question
SilaSolutionsGroup, Current experience How you came be at your current experience Aspirations Etc... Overall they want to know about your experience and why you want work for them... Great people/interviewers
Pinterest, Tell me about yourself and the last project with SQL.
WOW!InternetCableandPhone, They needed someone to maintain a consultant delivered process in addition to re-writing that process in another language. They wanted to know if what they were asking for doable.
Children'sMercyHospitalsandClinics, Strengths and weaknesses.
HiltiNorthAmerica, Long term goals? Short Term goals?
Experian, Resume based questions
NYCAdministrationforChildren'sServices, What is your experience in training people?
Morningstar, What are you the most proud of from your resume?
Morningstar, How much pay do you expect?
GEICO, Why are you interested in working specifically at GEICO?
BloombergL.P., What is your best investment idea right now? 
BloombergL.P., How do you keep up with the markets? What do you read? What sections of the WSJ do you read? 
BloombergL.P., Why do you like research? What about it interests you?
BloombergL.P., Tell me two things that have happened in the past week that have had an impact on the market. 
BellInfoSolutions, Any experience with Data Modelling ?
BellInfoSolutions," What kind of data analysis software experience do you have ? What is the one statement to set the criteria of data that can be coded in any step? Any experience with Teradata , UNIX, SAS or SQL! Any experience with Data Modelling ? Did you ever worked or have any exposure to NO SQL data bases ! Any cloud Computing Experience ! few other Scenario based questions ....."
BellInfoSolutions, Volatile and Global Temporary Tables in Teradata?
FairWarning, They asked general questions of experience but also work style questions.
BellInfoSolutions, What are the types of JOINs available in Teradata?
BellInfoSolutions, How do you troubleshoot performance problems in SQL Server?
Backcountry.com, They asked what I was looking for in a job.
ArizonaSupremeCourt, Q: On a scale of 1 - 10 how would you rate your writing skills and justify? 
Zillow, Why Zillow?
FastEnterprises, What does the Fast Enterprises do?
Med-CareDiabetic&MedicalSupplies, Why do you think you would fit this role?
Boldt, Tell me a little bit about yourself
InfantSolutions, How many hours do you work on excel. How many hours do you work competitors data and competitors analysis. How much time to prepare competitive reports. Etc
FastEnterprises, Are r willing to relocate?
AmeriHealthCaritas," -Systems I've worked on -A run down of how my work day looks like -Projects I have worked on -challenges at the jobs listed on my resume -Achievements -Random Stuff on tableau, connecting to different data sources, joins, create some visualizations based on a worksheet presented to me, Totals, calculations etc -SQL- joins(cross joins and when we might have them, the difference between left and right, inner and outer), index, types of indexes and when they are used, views and why they are used, functions, data modeling etc"
PlusRelocation, An example where you went above and beyond for a customer
Anheuser-BuschInBev, How do you deal with outlines
SouthwestAirlines, Q.Tell me about yourself. Q. What was the most difficult situation faced at work. Q. Describe the project you are most proud of? 
hawkeye, Describe your work experiences using Tableau and building dashboards? 
Centene, How did you handle a mistake that you've made?
ExpressScripts, What was something difficult that you had to overcome?
ExpressScripts, What are some of your skills?
Ordergroove, Why are you the best fit for this role?
Amazon," how did you analyze data? Who uses your data analysis results? how large is the data set you work with? sql question one: the first table is customer purchase table, with five columns, customer id, purchase date, product id, unit price, unit purchased, write queries to retrieve data with unique customer id that made over $100 purchase in the past seven days. sql question two: a second table is the customer details table, with two columns, customer id, registration date, write queries to retrieve data with unique customer id that made over $100 purchase who registered in the past ten days. probability question: what is the probability of generating ten consecutive numbers in ascending order out of 100 numbers? this is a random number generation question."
